id_feu,unidad_regional,siniestro_fecha,siniestro_hora,provincia,id_provincia,departamento,id_departamento,localidad,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,entre_calle_2,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_multiple,tipo_siniestro_unico,despiste_previo,tipo_siniestro_otro,tipo_colision,cantidad_de_involucrados,trazado_via,configuracion_de_la_via,configuracion_de_la_via_otro_tipo,pendiente_declive,cono_de_vision,material_de_la_calzada,material_de_la_calzada_otro,estado_de_la_calzada,estado_fisico_ambiental,estado_de_conservacion_otro,division_fisica_de_la_via,division_fisica_de_la_via_otro,barreras_de_seguridad,banquinas,senalizacion_carteleria,senalizacion_horizontal,senalizacion_transitoria,luminosidad,luz_artificial,transito_restringido,estado_ambiental,visibilidad,visibilidad_otro,semaforo
85768,OBSERVATORIO VIAL,2020-12-17,9:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV.R.R.ALFONSIN,4289,,,-2.747.470,-5.879.889,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
81296,OBSERVATORIO VIAL,2020-12-16,11:55:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Rural,Avenida,AV TTE IBAÑEZ,1561,,,-2.748.259,-5.882.418,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,,,NO,,Hormigón,,Apto,Despejada,,,,,,Si,,,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
87727,OBSERVATORIO VIAL,2020-12-16,16:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,3500,ACONCAGUA,,-2.749.819,-5.881.520,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
75099,OBSERVATORIO VIAL,2020-12-16,12:47:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MEDRANO,4400,LORETO,,-2.750.608,-5.879.795,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
88553,OBSERVATORIO VIAL,2020-12-15,8:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,GOBERNADOR CONTE,1600,,,-2.752.532,-5.879.192,0,1,0,1,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
86070,OBSERVATORIO VIAL,2020-12-15,8:19:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Provincial,5,1000,,,-2.748.451,-5.877.959,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
74029,OBSERVATORIO VIAL,2020-12-14,13:05:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV LIBERTAD,5900,,,-2.746.247,-5.877.334,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
68926,OBS VIAL,2020-12-13,6:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV ARMENIA,5.000,J.R FERNANDEZ,,-2.746.651,-5.878.977,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,"Despejada, Seca",,Ninguna,,,,Si,Si,,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
79465,OBSERVATORIO VIAL,2020-12-12,12:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV.C.CORRENTINO,4415,MEDRANO,,-2.748.759,-5.879.919,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,,RECTA,NO,,Asfalto,,Apto,Seca,,Barrera de Hormigón,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
77087,OBSERVATORIO VIAL,2020-12-11,17:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,2900,MANTILLA,,-2.749.617,-5.881.668,0,2,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
75806,OBSERVATORIO VIAL,2020-12-11,4:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,LAVALLE,200,PAGO LARGO,,-2.747.538,-5.884.968,0,1,0,1,0,Despiste,Despiste,Si,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Amanecer,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
86424,OBSERVATORIO VIAL,2020-12-11,23:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Nacional,12,"1032,5",,,-2.751.859,-5.876.778,0,1,0,1,0,Despiste,Despiste,Si,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,,,Si,Noche,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
81407,MUNICIPALIDAD DE CORRIENTES,2020-12-11,23:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Rural,Avenida,AV INDEPENDENCIA,5000,THAMES,,-2.748.374,-5.879.116,0,1,0,1,0,Despiste,Despiste,Si,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,,,,,No,No,No,Noche,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
86423,OBSERVATORIO VIAL,2020-12-10,12:28:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHCABUCO,1700,INDEPENDENCIA,BANDA SU,-2.747.843,-5.881.465,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,,,,,Si,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
74188,OBSERVATORIO VIAL,2020-12-09,15:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,COSQUIN,1900,CRESPO,,-2.749.411,-5.882.921,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
77237,OBSERVATORIO VIAL,2020-12-08,18:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV FERRE,1800,JUJUY,,-2.747.666,-5.882.878,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,Si,No,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
85406,OBSERVATORIO VIAL,2020-12-07,15:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,800,MADARIAGA,,-2.748.508,-5.882.422,0,1,0,1,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
85542,OBSERVATORIO VIAL,2020-12-06,10:34:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,1047,,,-2.747.187,-5.881.279,1,0,0,1,0,"Caída desde vehículo, Colisión entre vehículos",Colisión entre vehículos,S/D,,,1,Recta,,RECTA,NO,,Asfalto,,Apto,Seca,,Cordón Divisorio,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
75163,OBSERVATORIO VIAL,2020-12-05,16:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN FRANCISCO DE ASIS,5400,PERITO MORENO,,-2.749.551,-5.878.780,1,1,0,1,1,"Atropello a peatón/es, Colisión entre vehículos",Colisión entre vehículos,S/D,,,2,Curva,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
74535,OBSERVATORI0 VIAL,2020-12-05,16:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,1350,GOYA,,-2.749.000,-5.882.054,1,1,0,1,1,Atropello a peatón/es,Atropello a peatón/es,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
84287,OBSERVATORIO VIAL,2020-12-04,18:54:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,M.MORENO,1000,LA RIOJA,,-2.747.307,-5.883.865,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
85004,OBSERVATORIO VIAL,2020-12-03,13:25:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SALTA,1300,,,,,3,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,,RECTA,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,Si,Si,Día,NO,Sin Restricción,Nublado,Buena,,Sin Semáforo
79361,OBSERVATORIO VIAL,2020-12-01,8:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,BELGRANO,2411,ITUZAINGO,VELEZSARFIELD,-2.747.374,-5.882.020,2,0,0,2,0,,,S/D,,,2,Recta,,CALLE,NO,,,,Apto,"Despejada, Seca",,Ninguna,,,,No,No,No,Noche,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
88572,OBSERVATORIO VIAL,2020-12-01,12:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV ARMENIA,4600,FRENTE E. TIPOITI,,-2.746.761,-5.879.399,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
88070,OBSERVATORIO VIAL,2020-11-29,6:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV P. FERRE,2000,URUGUAY,,-2.747.687,-5.882.628,1,1,0,1,1,"Atropello a animal/es, Colisión entre vehículos",Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Cordón Divisorio,,,,Si,No,No,Amanecer,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
85193,OBSERVATORIO VIAL,2020-11-29,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ROCA,1100,,,-2.747.113,-5.882.309,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,,RECTA,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
74185,OBSERVATORIO VIAL,2020-11-27,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ESPAÑA,800,9 DE julio,,-2.746.705,-5.882.910,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,Si,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
80492,OBSERVATORIO VIAL,2020-11-24,12:35:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,GUASTAVINO,2300,PERUGORRIA,,-2.748.335,-5.884.420,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
87718,OBSERVATORIO VIAL,2020-11-22,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV R.R. ALFONSIN,3400,FRENTE CASINO,BANDA SUR,-2.747.231,-5.880.830,4,0,0,2,0,,,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,Si,,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
81278,OBSERVATORIO VIAL,2020-11-21,14:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN JUAN,1200,BELGRANO,,-2.747.204,-5.883.721,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,Si,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
84279,OBSERVATORIO VIAL,2020-11-20,14:05:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,PAGO LARGO,2100,LA MADRID,,-2.748.009,-5.885.032,3,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
90003,OBSERVATORIO VIAL,2020-11-19,8:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV C.CORRRENTINO,4300,RIO JURAMENTO,,-2.748.739,-5.880.027,1,1,0,2,0,"Colisión entre vehículos, Despiste",Colisión entre vehículos,Si,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
84580,OBSERVATORIO VIAL,2020-11-17,16:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,BAIBIENE,400,VELEZSARSFIELD,,-2.746.323,-5.881.926,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
87213,OBSERVATORIO VIAL,2020-11-16,14:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,2100,AV AGUSTIN PAYES,,-2.749.430,-5.881.790,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
75818,OBSERVATORIO VIAL,2020-11-16,8:27:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN MARTIN,1700,ESPAÑA,,-2.747.051,-5.882.945,1,1,0,2,0,"Caída desde vehículo, Colisión entre vehículos",Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,"Despejada, Seca",,Ninguna,,,,Si,Si,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
84086,OBSERVATORIO VIAL,2020-11-16,16:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV R.R. ALFONSIN,4980,GORRITI,,-2.747.658,-5.878.930,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,
84949,OBSERVATORIO VIAL,2020-11-12,16:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,3840,,,,,1,1,0,1,1,"Atropello a peatón/es, Colisión entre vehículos",Colisión entre vehículos,S/D,,,2,Curva,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
85184,OBSERVATORIO VIAL,2020-11-12,11:25:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV ARMENIA,3120,ZACARIAS SANCHES,FELIX DE AZARAS,-2.746.714,-5.880.856,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,No,No,Día,NO,Sin Restricción,Nublado,Buena,,Funciona
86137,OBSERVATORIO VIAL,2020-11-12,15:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV 3 DE ABRIL,1700,ENTRE RIOS,,-2.747.449,-5.884.480,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Cordón Divisorio,,,,Si,No,No,,NO,Sin Restricción,Despejado,Buena,,Funciona
68938,OBS VIAL,2020-11-11,10:25:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN LORENZO,1498,RIVADAVIA,,-2.747.473,-5.883.252,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,"Despejada, Seca",,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
76114,OBSERVATORIO VIAL,2020-11-11,12:54:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV.C.CORRENTINO,5500,MILAN,,-2.749.011,-5.878.484,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,,,Otro,,,,Si,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
77444,OBSERVATORIO VIAL,2020-11-10,6:35:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,PELLEGRINI,1700,ESPAÑA,,-2.746.602,-5.882.898,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Amanecer,NO,Sin Restricción,Despejado,,,Sin Semáforo
79530,OBSERVATORIO VIAL,2020-11-10,17:35:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,MEDRANO,3000,PALERMO,,-2.749.513,-5.880.000,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,SI,,Hormigón,,Apto,"Despejada, Seca",,Cordón Divisorio,,,,No,No,No,Día,SI,Sin Restricción,Nublado,Buena,,Sin Semáforo
85433,OBSERVATORIO VIAL,2020-11-10,9:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN MARTIN,1900,PARAGUAY,,-2.747.075,-5.882.685,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
84592,OBSERVATORIO VIAL,2020-11-10,18:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,6000,EX VIA,,-2.753.212,-5.877.162,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Curva,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
85832,OBSERVATORIO VIAL,2020-11-09,15:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV ARMENIA,4400,,,-2.746.832,-5.879.648,4,0,0,4,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,4,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
80326,OBSERVATORIO VIAL,2020-11-07,23:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,COSQUIN,1800,BONASTRE,,-2.749.396,-5.883.010,1,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,S/D,S/D,Noche,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
75811,OBSERVATORIO VIAL,2020-11-07,2:40:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV C.CORRENTINO,3300,JUAN JOSE PASO,RECONQUISTA,-2.748.722,-5.881.208,0,1,0,1,0,"Caída desde vehículo, Colisión entre vehículos",Colisión entre vehículos,S/D,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,,SI,,Despejado,Buena,,Sin Semáforo
