id_feu,siniestro_fecha,provincia,id_provincia,numero,numero_ocupantes,tipo_involucrado,otro_tipo_involucrado,ano_vehiculo,uso_vehiculo,tipo_servicio_vehiculo,tipo_vehiculo_de_movilidad_personal,tipo_de_bicicleta,tipo_de_transporte_de_carga,sustancias_peligrosas,tipo_transporte_pasajeros,tipo_traccion_a_sangre
253234,2025-01-23 11:12:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
253234,2025-01-23 11:12:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
254041,2025-02-03 10:30:00,CORRIENTES,21,0,,Automóvil,,2017,,,,,,,,
254041,2025-02-03 10:30:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
254279,2025-02-12 11:40:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
254279,2025-02-12 11:40:00,CORRIENTES,21,1,,Camioneta/Utilitario,,,,,,,,,,
259865,2025-03-18 13:00:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
259865,2025-03-18 13:00:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
261265,2025-03-04 13:08:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
261265,2025-03-04 13:08:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
261415,2025-03-06 09:00:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
261415,2025-03-06 09:00:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
266387,2025-04-14 07:50:00,CORRIENTES,21,0,,Motocicleta,,2008,,,,,,,,
266387,2025-04-14 07:50:00,CORRIENTES,21,1,,Motocicleta,,2020,,,,,,,,
268576,2025-05-20 10:06:00,CORRIENTES,21,0,,Camioneta/Utilitario,,,,,,,,,,
268576,2025-05-20 10:06:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
273187,2025-05-16 08:00:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
273187,2025-05-16 08:00:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
273232,2025-05-20 12:00:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
273232,2025-05-20 12:00:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
273270,2025-05-29 13:15:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
273270,2025-05-29 13:15:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
273607,2025-06-01 12:10:00,CORRIENTES,21,0,,Automóvil,,2024,,,,,,,,
273607,2025-06-01 12:10:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
273629,2025-06-01 07:00:00,CORRIENTES,21,0,,Automóvil,,2016,,,,,,,,
273629,2025-06-01 07:00:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
276290,2025-06-27 06:30:00,CORRIENTES,21,0,,Automóvil,,2010,,,,,,,,
276290,2025-06-27 06:30:00,CORRIENTES,21,1,,Motocicleta,,2020,,,,,,,,
252578,2025-01-04 19:45:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
252578,2025-01-04 19:45:00,CORRIENTES,21,1,,Bicicleta,,,,,,,,,,
252629,2025-01-07 12:51:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
252629,2025-01-07 12:51:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
252716,2025-01-11 09:22:00,CORRIENTES,21,0,,Motocicleta,,,,,,,,,,
252716,2025-01-11 09:22:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
252951,2025-01-13 13:22:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
252951,2025-01-13 13:22:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
252971,2025-01-13 00:00:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
252971,2025-01-13 00:00:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
253047,2025-01-14 12:40:00,CORRIENTES,21,0,,Camioneta/Utilitario,,,,,,,,,,
253047,2025-01-14 12:40:00,CORRIENTES,21,1,,Transporte de carga,,,,,,,Otro,,,
254033,2025-01-01 12:41:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
254033,2025-01-01 12:41:00,CORRIENTES,21,1,,Motocicleta,,,,,,,,,,
259025,2025-03-13 11:20:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
259025,2025-03-13 11:20:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
261654,2025-03-10 10:00:00,CORRIENTES,21,0,,Automóvil,,,,,,,,,,
261654,2025-03-10 10:00:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,
262310,2025-03-20 01:15:00,CORRIENTES,21,0,,Motocicleta,,2020,,,,,,,,
262310,2025-03-20 01:15:00,CORRIENTES,21,1,,Motocicleta,,2020,,,,,,,,
262310,2025-03-20 01:15:00,CORRIENTES,21,2,,Motocicleta,,2020,,,,,,,,
263110,2025-03-18 07:30:00,CORRIENTES,21,0,,Automóvil,,2024,,,,,,,,
