id_feu,siniestro_fecha,provincia,id_provincia,numero,numero_ocupantes,tipo_involucrado,otro_tipo_involucrado,modelo,ano_vehiculo,uso_vehiculo,tipo_servicio_vehiculo,tipo_vehiculo_de_movilidad_personal,tipo_de_bicicleta,tipo_de_transporte_de_carga,sustancias_peligrosas,tipo_transporte_pasajeros,tipo_traccion_a_sangre
49399,2019-03-29 7:30:00,CORRIENTES,21,0,1,Motocicleta,,110 CC,2010,,,,,,,,
49399,2019-03-29 7:30:00,CORRIENTES,21,1,1,Motocicleta,,150 CC,2012,Privado,,,,,,,
49410,2019-04-02 10:15:00,CORRIENTES,21,0,2,Motocicleta,,FZR,2018,Privado,,,,,,,
49410,2019-04-02 10:15:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,,2013,,,,,,,,
49414,2019-04-01 21:10:00,CORRIENTES,21,0,1,Bicicleta,,80 CC,,,,,,,,,
49414,2019-04-01 21:10:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,RANGER2 DC 4X4 LTD MT 3.2L DSL,2017,Privado,,,,,,,
49417,2019-04-03 15:20:00,CORRIENTES,21,0,1,Motocicleta,,BIZ 125,2010,Privado,,,,,,,
49427,2019-04-09 6:40:00,CORRIENTES,21,0,1,Motocicleta,,WAVE,2013,Privado,Pax,,,,,,
49427,2019-04-09 6:40:00,CORRIENTES,21,1,1,Automóvil,,LOGAN PH2 PACK 1.6 8V,2010,Privado,,,,,,,
49459,2019-04-17 8:40:00,CORRIENTES,21,0,1,Automóvil,,DUSTER PH2 EXPRESSION 1.6,2018,Privado,,,,,,,
49459,2019-04-17 8:40:00,CORRIENTES,21,1,1,Transporte de carga,,CURSOR 9,2012,Privado,,,,,,,
49460,2019-04-17 16:30:00,CORRIENTES,21,0,1,Motocicleta,,HOT 90 SWEET SERIES,2019,Privado,,,,,,,
49467,2019-04-19 17:10:00,CORRIENTES,21,0,1,Motocicleta,,150CC,2018,Privado,,,,,,,
49467,2019-04-19 17:10:00,CORRIENTES,21,1,1,Automóvil,,STRADA,2010,Privado,,,,,,,
49482,2019-04-25 23:20:00,CORRIENTES,21,0,1,Automóvil,,ECOSPORT,2019,Privado,,,,,,,
49482,2019-04-25 23:20:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2018,Privado,,,,,,,
49488,2019-04-28 15:10:00,CORRIENTES,21,0,3,Motocicleta,,110 C.C.,2018,Privado,,,,,,,
49488,2019-04-28 15:10:00,CORRIENTES,21,1,1,Automóvil,,12,2010,Privado,,,,,,,
49490,2019-04-29 18:50:00,CORRIENTES,21,0,1,Automóvil,,CORSA,2010,Privado,,,,,,,
49490,2019-04-29 18:50:00,CORRIENTES,21,1,1,Motocicleta,,BLITZ,2019,Privado,,,,,,,
49497,2019-05-02 12:40:00,CORRIENTES,21,0,1,Motocicleta,,G 110 TRIP,2007,Privado,,,,,,,
49531,2019-05-20 14:40:00,CORRIENTES,21,0,1,Motocicleta,,ZB110D,2008,Privado,,,,,,,
49531,2019-05-20 14:40:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2019,Privado,,,,,,,
49531,2019-05-20 14:40:00,CORRIENTES,21,2,2,Automóvil,,LOGAN 1.6 8V PACK,2017,Privado,,,,,,,
49532,2019-05-21 7:10:00,CORRIENTES,21,0,1,Motocicleta,,ZB 110 R,2018,Privado,,,,,,,
49535,2019-05-22 12:10:00,CORRIENTES,21,0,1,Transporte de pasajeros,,1315,2009,Publico,,,,,,,
49535,2019-05-22 12:10:00,CORRIENTES,21,1,1,Automóvil,,MERIVA GLS 1.8,2007,Privado,Pax,,,,,,
49551,2019-06-03 16:25:00,CORRIENTES,21,0,1,Motocicleta,,DAX 70,2012,Privado,,,,,,,
49551,2019-06-03 16:25:00,CORRIENTES,21,1,1,Automóvil,,ECOSPORT 2.0L XLS 4X2,2009,Privado,,,,,,,
49552,2019-06-03 19:30:00,CORRIENTES,21,0,1,Automóvil,,PARTNER,2014,Privado,,,,,,,
49552,2019-06-03 19:30:00,CORRIENTES,21,1,1,Motocicleta,,XR 125 L,2014,Privado,,,,,,,
49553,2019-05-17 9:50:00,CORRIENTES,21,0,2,Motocicleta,,CITIPLUS 110 T,2010,Privado,,,,,,,
49553,2019-05-17 9:50:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,AMAROK 2.0L TDI 180 CV 4X2 569,2014,Privado,,,,,,,
49568,2019-06-07 17:00:00,CORRIENTES,21,0,1,Automóvil,,KA,2018,Privado,,,,,,,
49568,2019-06-07 17:00:00,CORRIENTES,21,1,1,Automóvil,,FIRE,2010,Privado,,,,,,,
49578,2019-06-12 12:30:00,CORRIENTES,21,0,1,Motocicleta,,FZ,2010,Privado,,,,,,,
49578,2019-06-12 12:30:00,CORRIENTES,21,1,1,Automóvil,,GOL 1.6 012,2010,Privado,,,,,,,
49586,2019-06-14 7:40:00,CORRIENTES,21,0,1,Automóvil,,GOL,2018,Privado,,,,,,,
49586,2019-06-14 7:40:00,CORRIENTES,21,1,1,Automóvil,,GOL,2018,Privado,Pax,,,,,,
49609,2019-06-29 7:00:00,CORRIENTES,21,0,1,Automóvil,,SPRINTER 310 D / C3550,2012,Privado,,,,,,,
49609,2019-06-29 7:00:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2016,Privado,,,,,,,
52268,2019-07-02 19:45:00,CORRIENTES,21,0,1,Automóvil,,NOTE,2013,Privado,,,,,,,
52268,2019-07-02 19:45:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2019,Privado,,,,,,,
52271,2019-07-03 12:44:00,CORRIENTES,21,0,1,Motocicleta,,BAJAJ,2017,Privado,,,,,,,
52272,2019-07-03 13:00:00,CORRIENTES,21,0,1,Motocicleta,,G 100 TRIP,2012,Privado,,,,,,,
53206,2019-07-08 20:15:00,CORRIENTES,21,0,1,Automóvil,,KA,2004,Privado,,,,,,,
53206,2019-07-08 20:15:00,CORRIENTES,21,1,1,Motocicleta,,ROUSER NS 150,2018,Privado,,,,,,,
53724,2019-07-17 9:00:00,CORRIENTES,21,0,1,Motocicleta,,G 110 TRIP,2018,Privado,,,,,,,
53724,2019-07-17 9:00:00,CORRIENTES,21,1,1,Peatón,,,,,,,,,,,
53745,2019-07-21 10:30:00,CORRIENTES,21,0,1,Automóvil,,207 RC,2018,,,,,,,,
53745,2019-07-21 10:30:00,CORRIENTES,21,1,1,Automóvil,,ONIX,2017,Privado,,,,,,,
53745,2019-07-21 10:30:00,CORRIENTES,21,2,1,Automóvil,,CLASSIC 4P LT SPIRIT PACK 1.4N,2015,Publico,,,,,,,
53853,2019-07-26 8:26:00,CORRIENTES,21,0,1,Camioneta/Utilitario,,RANGER2 DC 4X4 LTD MT 3.2L DSL,2019,Privado,,,,,,,
53853,2019-07-26 8:26:00,CORRIENTES,21,1,1,Motocicleta,,110CC,2018,Privado,,,,,,,
53864,2019-08-01 8:45:00,CORRIENTES,21,0,1,Automóvil,,ESCORT GHIA 5P D,2012,Privado,,,,,,,
53864,2019-08-01 8:45:00,CORRIENTES,21,1,2,Automóvil,,HILUX 4X4 COVER DX PACK 2.5 TDI CON VENTANAS,2018,Privado,,,,,,,
53873,2019-08-04 11:15:00,CORRIENTES,21,0,1,Automóvil,,SAVEIRO,2014,Privado,,,,,,,
53873,2019-08-04 11:15:00,CORRIENTES,21,1,1,Motocicleta,,ZB 110 R,2019,Privado,,,,,,,
53877,2019-08-05 9:15:00,CORRIENTES,21,0,1,Automóvil,,FIESTA,2014,Privado,,,,,,,
53877,2019-08-05 9:15:00,CORRIENTES,21,1,1,Transporte de pasajeros,,PALIO,2015,Publico,,,,,,,
54633,2019-08-14 8:05:00,CORRIENTES,21,0,1,Motocicleta,,SKUA 150,2018,Privado,,,,,,,
54633,2019-08-14 8:05:00,CORRIENTES,21,1,1,Automóvil,,KA,2000,Privado,,,,,,,
54768,2019-08-14 14:00:00,CORRIENTES,21,0,1,Motocicleta,,HOT 90 G2,2011,Privado,,,,,,,
54768,2019-08-14 14:00:00,CORRIENTES,21,1,3,Automóvil,,FOX,2010,Privado,,,,,,,
54970,2019-08-16 12:10:00,CORRIENTES,21,0,2,Motocicleta,,SKUA 150,2011,Privado,,,,,,,
54970,2019-08-16 12:10:00,CORRIENTES,21,1,,Automóvil,,,,,,,,,,,
55224,2019-08-21 18:00:00,CORRIENTES,21,0,1,Automóvil,,SIENA,2012,Privado,,,,,,,
55224,2019-08-21 18:00:00,CORRIENTES,21,1,1,Motocicleta,,CG 150,2013,Privado,,,,,,,
55767,2019-08-27 19:15:00,CORRIENTES,21,0,1,Automóvil,,PALIO,2016,Privado,,,,,,,
55767,2019-08-27 19:15:00,CORRIENTES,21,1,1,Motocicleta,,YBR 125,2009,Privado,,,,,,,
56168,2019-08-28 8:10:00,CORRIENTES,21,0,1,Motocicleta,,WAVE 110,2002,Privado,,,,,,,
56168,2019-08-28 8:10:00,CORRIENTES,21,1,1,Automóvil,,SURAN,2014,Privado,,,,,,,
56317,2019-08-29 14:30:00,CORRIENTES,21,0,1,Automóvil,,HILUX,2002,Publico,,,,,,,
56317,2019-08-29 14:30:00,CORRIENTES,21,1,1,Motocicleta,,FZR,2018,Privado,,,,,,,
56438,2019-08-30 0:15:00,CORRIENTES,21,0,1,Automóvil,,ETIOS XLS 1.5 4A/T,2018,Privado,,,,,,,
56438,2019-08-30 0:15:00,CORRIENTES,21,1,1,Motocicleta,,CR-V,2019,Privado,,,,,,,
56519,2019-08-30 18:28:00,CORRIENTES,21,0,1,Motocicleta,,SMASH,2019,Privado,,,,,,,
56519,2019-08-30 18:28:00,CORRIENTES,21,1,1,Motocicleta,,SMASH,2018,Privado,,,,,,,
56640,2019-09-02 10:00:00,CORRIENTES,21,0,1,Automóvil,,YBR 125,2009,Privado,,,,,,,
56640,2019-09-02 10:00:00,CORRIENTES,21,1,1,Peatón,,,,,,,,,,,
56772,2019-09-03 6:50:00,CORRIENTES,21,0,1,Motocicleta,,CBR,2012,Privado,,,,,,,
56844,2019-09-08 12:03:00,CORRIENTES,21,0,1,Automóvil,,SURAN,2011,Privado,,,,,,,
56844,2019-09-08 12:03:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,HILUX,2005,Privado,,,,,,,
60696,2019-10-11 22:30:00,CORRIENTES,21,0,1,Motocicleta,,G 100 TRIP,2018,Privado,,,,,,,
60696,2019-10-11 22:30:00,CORRIENTES,21,1,1,Automóvil,,VOYAGE 1.6 MSI,2012,,,,,,,,
62878,2019-10-16 10:10:00,CORRIENTES,21,0,1,Motocicleta,,YBR 125,2010,Privado,,,,,,,
62878,2019-10-16 10:10:00,CORRIENTES,21,1,5,Camioneta/Utilitario,,SAVEIRO CL 1.6MI,2015,,,,,,,,
62896,2019-10-21 18:20:00,CORRIENTES,21,0,1,Motocicleta,,CITIPLUS 110 T,2018,Privado,,,,,,,
62896,2019-10-21 18:20:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2017,Privado,,,,,,,
62899,2019-10-21 11:00:00,CORRIENTES,21,0,2,Automóvil,,G 110 TRIP,2018,Privado,,,,,,,
62899,2019-10-21 11:00:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,STRADA,2017,Privado,,,,,,,
62912,2019-10-30 17:10:00,CORRIENTES,21,0,1,Motocicleta,,WR 250 FD,2014,Privado,,,,,,,
62912,2019-10-30 17:10:00,CORRIENTES,21,1,1,Peatón,,,,,,,,,,,
62918,2019-10-31 18:45:00,CORRIENTES,21,0,1,Automóvil,,CLIO 1.6 AUTHENTIQUE AA,2017,Privado,,,,,,,
62918,2019-10-31 18:45:00,CORRIENTES,21,1,1,Automóvil,,CORSA,2014,Publico,Pax,,,,,,
62918,2019-10-31 18:45:00,CORRIENTES,21,2,1,Automóvil,,LOGAN PH2 PACK 1.5 DCI,2011,Privado,,,,,,,
64183,2019-11-04 13:00:00,CORRIENTES,21,0,2,Motocicleta,,FZ 16,2014,Privado,,,,,,,
64183,2019-11-04 13:00:00,CORRIENTES,21,1,2,Motocicleta,,GN110 KEOKEN,2013,Privado,Pax,,,,,,
64875,2019-11-14 23:30:00,CORRIENTES,21,0,1,Automóvil,,TRACKER DELUXE 2.0 L,2018,Privado,,,,,,,
64875,2019-11-14 23:30:00,CORRIENTES,21,1,1,Motocicleta,,G 110,2005,Privado,,,,,,,
64878,2019-11-17 9:00:00,CORRIENTES,21,0,1,Automóvil,,COROLLA,2005,,,,,,,,
64878,2019-11-17 9:00:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,AMAROK 2.0L TDI 180 CV 4X4 561,2018,Privado,,,,,,,
64882,2019-11-18 10:30:00,CORRIENTES,21,0,1,Motocicleta,,110CC,2019,Privado,,,,,,,
64884,2019-11-18 10:45:00,CORRIENTES,21,0,-1,Automóvil,,CLASSIC 4P LT SPIRIT PACK 1.4N,2019,Privado,,,,,,,
64884,2019-11-18 10:45:00,CORRIENTES,21,1,1,Automóvil,,PRISMA 1.4 N LT,2018,Privado,,,,,,,
67477,2019-11-22 6:10:00,CORRIENTES,21,0,1,Automóvil,,FLUENCE PH2 1.6 DYNAMIQUE PACK,2013,Privado,,,,,,,
67477,2019-11-22 6:10:00,CORRIENTES,21,1,1,Automóvil,,ONIX 1.4 N LTZ,2015,Privado,,,,,,,
67510,2019-12-02 9:10:00,CORRIENTES,21,0,1,Automóvil,,PARTNER FURGON 1.4 N,2010,Privado,,,,,,,
67510,2019-12-02 9:10:00,CORRIENTES,21,1,1,Motocicleta,,GN110 KEOKEN,2009,Privado,,,,,,,
67511,2019-12-02 13:30:00,CORRIENTES,21,0,1,Automóvil,,KANGOO RL GNC PLC IZQ,2019,Privado,,,,,,,
67511,2019-12-02 13:30:00,CORRIENTES,21,1,1,Motocicleta,,WAVE 110,2019,Privado,,,,,,,
67512,2019-12-03 0:48:00,CORRIENTES,21,0,1,Automóvil,,ONIX 1.4 N LTZ,2010,Privado,,,,,,,
67512,2019-12-03 0:48:00,CORRIENTES,21,1,1,Automóvil,,FIESTA,2005,Privado,,,,,,,
67697,2019-12-04 8:40:00,CORRIENTES,21,0,2,Automóvil,,KA,2016,Privado,,,,,,,
67697,2019-12-04 8:40:00,CORRIENTES,21,1,1,Motocicleta,,SMASH,2017,Privado,,,,,,,
67701,2019-12-05 12:45:00,CORRIENTES,21,0,1,Automóvil,,AMAROK 2.0L TDI 180 CV 4X4 561,2018,Privado,,,,,,,
67701,2019-12-05 12:45:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2014,Privado,,,,,,,
68440,2019-12-10 9:00:00,CORRIENTES,21,0,1,Automóvil,,ASTRA,,Privado,,,,,,,
68440,2019-12-10 9:00:00,CORRIENTES,21,1,1,Motocicleta,,110,,Privado,,,,,,,
68783,2019-12-18 15:30:00,CORRIENTES,21,0,1,Motocicleta,,ROUSER NS 150,,,,,,,,,
68783,2019-12-18 15:30:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,,,,,,,,,
68787,2019-12-17 19:30:00,CORRIENTES,21,0,1,Automóvil,,,,Privado,,,,,,,
68787,2019-12-17 19:30:00,CORRIENTES,21,1,1,Bicicleta,,,,,,,,,,,
68821,2019-12-16 18:30:00,CORRIENTES,21,0,1,Automóvil,,,,,,,,,,,
68821,2019-12-16 18:30:00,CORRIENTES,21,1,1,Motocicleta,,ENERGY 110 BY CORVEN,,,,,,,,,
68852,2019-12-30 18:01:00,CORRIENTES,21,0,1,Automóvil,,SAVEIRO,,Privado,,,,,,,
68852,2019-12-30 18:01:00,CORRIENTES,21,1,1,Motocicleta,,WAVE,,Privado,,,,,,,
68872,2019-12-27 1:30:00,CORRIENTES,21,0,1,Automóvil,,PARTNER,,Privado,,,,,,,
68872,2019-12-27 1:30:00,CORRIENTES,21,1,1,Motocicleta,,BIZ 125,,Privado,,,,,,,
72343,2019-12-30 14:30:00,CORRIENTES,21,0,1,Automóvil,,208 ACTIVE 1.6,,,,,,,,,
72343,2019-12-30 14:30:00,CORRIENTES,21,1,2,Motocicleta,,110,,,,,,,,,
72343,2019-12-30 14:30:00,CORRIENTES,21,2,1,Motocicleta,,WAVE,,,,,,,,,
49311,2019-02-23 21:20:00,CORRIENTES,21,1,1,Peatón,,,,,,,,,,,
49206,2019-01-11 8:52:00,CORRIENTES,21,0,1,Motocicleta,,ZB110D,2018,Privado,,,,,,,
49206,2019-01-11 8:52:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2011,Privado,,,,,,,
49221,2019-01-17 12:30:00,CORRIENTES,21,0,1,Automóvil,,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,2013,Privado,,,,,,,
49221,2019-01-17 12:30:00,CORRIENTES,21,1,1,Motocicleta,,ZR 150,2015,Privado,,,,,,,
49226,2019-01-20 22:23:00,CORRIENTES,21,0,1,Camioneta/Utilitario,,PARTNER URBANA D AA,2010,Privado,,,,,,,
49226,2019-01-20 22:23:00,CORRIENTES,21,1,1,Motocicleta,,XR 250 LLP,2009,,,,,,,,
49233,2019-01-21 18:45:00,CORRIENTES,21,0,1,Motocicleta,,TNT300,2018,,,,,,,,
49233,2019-01-21 18:45:00,CORRIENTES,21,1,1,Motocicleta,,NF 100 WAVE SD,2018,Privado,,,,,,,
49234,2019-01-20 17:20:00,CORRIENTES,21,0,1,Motocicleta,,HUNTER 150,2018,Privado,,,,,,,
49239,2019-01-22 17:30:00,CORRIENTES,21,0,1,Automóvil,,SANDERO AUTHENTIQUE PACK I 1.6,2018,,,,,,,,
49239,2019-01-22 17:30:00,CORRIENTES,21,1,1,Motocicleta,,110CC,2018,,,,,,,,
49265,2019-02-03 19:00:00,CORRIENTES,21,0,1,Automóvil,,FLUENCE,2009,Publico,,,,,,,
49265,2019-02-03 19:00:00,CORRIENTES,21,1,1,Motocicleta,,CROSS,2019,Privado,,,,,,,
49273,2019-02-06 14:54:00,CORRIENTES,21,0,1,Automóvil,,GOL,,Privado,,,,,,,
49273,2019-02-06 14:54:00,CORRIENTES,21,1,1,Motocicleta,,GN110 KEOKEN,2007,,,,,,,,
49288,2019-02-13 18:00:00,CORRIENTES,21,0,1,Motocicleta,,110 CC,,Privado,,,,,,,
49294,2019-02-19 17:20:00,CORRIENTES,21,0,1,Motocicleta,,CT 110,2018,Privado,,,,,,,
49294,2019-02-19 17:20:00,CORRIENTES,21,1,1,Automóvil,,S 10 2.8TD 4X2 LTZ,2013,Privado,,,,,,,
49306,2019-02-21 11:10:00,CORRIENTES,21,0,3,Transporte de carga,,VENTO 1.4TSI BM TECH,2017,Privado,,,,,,,
49306,2019-02-21 11:10:00,CORRIENTES,21,1,1,Motocicleta,,150CC,2013,Privado,,,,,,,
49310,2019-02-23 11:00:00,CORRIENTES,21,0,1,Automóvil,,LOGAN PH2 PACK 1.5 DCI,2009,Privado,,,,,,,
49310,2019-02-23 11:00:00,CORRIENTES,21,1,1,Motocicleta,,XR 250 LLP,2015,Privado,,,,,,,
49316,2019-02-26 8:00:00,CORRIENTES,21,0,1,Automóvil,,SIENA,2007,Privado,,,,,,,
49321,2019-02-27 8:00:00,CORRIENTES,21,0,1,Automóvil,,CORSA,2012,Privado,,,,,,,
49321,2019-02-27 8:00:00,CORRIENTES,21,1,1,Transporte de pasajeros,,190.36 TS,2010,Publico,,,,,,,
49331,2019-03-07 8:30:00,CORRIENTES,21,0,1,Motocicleta,,NEVADA 110 SP,2010,Privado,,,,,,,
49352,2019-03-13 18:35:00,CORRIENTES,21,0,1,Bicicleta,,,,Privado,,,,,,,
49352,2019-03-13 18:35:00,CORRIENTES,21,1,1,Motocicleta,,ZB110D,2018,Privado,,,,,,,
49365,2019-03-19 16:40:00,CORRIENTES,21,0,1,Camioneta/Utilitario,,AMAROK 2.0L TDI 180 CV 4X2 569,2018,Privado,,,,,,,
49367,2019-03-19 18:40:00,CORRIENTES,21,0,1,Motocicleta,,B110 TUNNING,2018,Privado,,,,,,,
49368,2019-03-21 6:20:00,CORRIENTES,21,0,1,Automóvil,,FOX,2012,Privado,,,,,,,
49368,2019-03-21 6:20:00,CORRIENTES,21,1,1,Automóvil,,GOL 1.6 012,2018,Privado,,,,,,,
49377,2019-03-20 20:40:00,CORRIENTES,21,0,2,Motocicleta,,WAVE 110,2012,Privado,,,,,,,
49380,2019-03-21 10:50:00,CORRIENTES,21,0,2,Motocicleta,,WAVE 110,2008,Privado,,,,,,,
49380,2019-03-21 10:50:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,HILUX,2019,Privado,,,,,,,
49384,2019-03-23 23:15:00,CORRIENTES,21,0,1,Automóvil,,SANDERO 1.6 16V LUXE,2019,Privado,,,,,,,
49384,2019-03-23 23:15:00,CORRIENTES,21,1,1,Motocicleta,,DUE,,Privado,,,,,,,
49385,2019-03-25 7:55:00,CORRIENTES,21,0,1,Motocicleta,,ZB110D,2018,Privado,,,,,,,
49385,2019-03-25 7:55:00,CORRIENTES,21,1,1,Automóvil,,SPAZIO,1995,Privado,,,,,,,
49394,2019-03-28 15:25:00,CORRIENTES,21,0,2,Motocicleta,,CBX 250,2013,Privado,Pax,,,,,,
49394,2019-03-28 15:25:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,ECOSPORT,2012,Privado,Pax,,,,,,
49406,2019-04-02 10:15:00,CORRIENTES,21,0,2,Motocicleta,,FZR,2018,Privado,,,,,,,
49406,2019-04-02 10:15:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,,2013,,,,,,,,
49426,2019-04-08 18:20:00,CORRIENTES,21,0,1,Automóvil,,CLIO,2012,Privado,Pax,,,,,,
49426,2019-04-08 18:20:00,CORRIENTES,21,1,1,Motocicleta,,NEVADA 110 SP,,Privado,,,,,,,
49428,2019-04-09 11:50:00,CORRIENTES,21,0,1,Automóvil,,,2018,Oficial,Pax,,,,,,
49428,2019-04-09 11:50:00,CORRIENTES,21,1,1,Motocicleta,,CG 150 TITAN,,Privado,Pax,,,,,,
49433,2019-04-10 17:50:00,CORRIENTES,21,0,1,Motocicleta,,ZB110D,2011,Privado,Pax,,,,,,
49433,2019-04-10 17:50:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,JOURNEY R/T 3.6L,2009,Privado,Pax,,,,,,
49439,2019-04-13 11:15:00,CORRIENTES,21,0,2,Automóvil,,SIENA,2012,Privado,Pax,,,,,,
49439,2019-04-13 11:15:00,CORRIENTES,21,1,4,Motocicleta,,YBR 125,2018,Privado,,,,,,,
49448,2019-04-16 20:30:00,CORRIENTES,21,0,1,Motocicleta,,STORM,2007,Privado,,,,,,,
49448,2019-04-16 20:30:00,CORRIENTES,21,1,1,Motocicleta,,ZR 150,2008,Privado,,,,,,,
49450,2019-04-13 11:48:00,CORRIENTES,21,0,1,Motocicleta,,,2006,Privado,,,,,,,
49450,2019-04-13 11:48:00,CORRIENTES,21,1,1,Motocicleta,,BLITZ,,Privado,,,,,,,
49451,2019-04-13 11:48:00,CORRIENTES,21,0,1,Motocicleta,,,2006,Privado,,,,,,,
49451,2019-04-13 11:48:00,CORRIENTES,21,1,1,Motocicleta,,BLITZ,,Privado,,,,,,,
49453,2019-04-15 9:20:00,CORRIENTES,21,0,1,Automóvil,,PARTNER FURGON 1.4 N,2017,Privado,Carga,,,,,,
49453,2019-04-15 9:20:00,CORRIENTES,21,1,1,Motocicleta,,C 105 BIZ,2003,,,,,,,,
49461,2019-04-02 16:30:00,CORRIENTES,21,0,1,Automóvil,,GOL 1.6 012,2018,Privado,,,,,,,
49462,2019-04-13 18:35:00,CORRIENTES,21,0,1,Motocicleta,,C110,2012,Privado,,,,,,,
49462,2019-04-13 18:35:00,CORRIENTES,21,1,1,Motocicleta,,RX 150,2017,Privado,,,,,,,
49463,2019-04-18 7:30:00,CORRIENTES,21,0,1,Automóvil,,CLASSIC 4P LT SPIRIT PACK 1.4N,2012,Privado,,,,,,,
49463,2019-04-18 7:30:00,CORRIENTES,21,1,1,Transporte de pasajeros,,C 200 KOMPRESSOR,2017,Publico,,,,,,,
49463,2019-04-18 7:30:00,CORRIENTES,21,2,1,Motocicleta,,FX 110,2006,Privado,,,,,,,
49478,2019-04-26 17:45:00,CORRIENTES,21,0,2,Motocicleta,,T105 CRYPTON,2018,Privado,,,,,,,
49478,2019-04-26 17:45:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,F 100 DIESEL,1985,Privado,,,,,,,
49492,2019-04-30 18:30:00,CORRIENTES,21,0,1,Motocicleta,,WAVE 110,2009,Privado,,,,,,,
49492,2019-04-30 18:30:00,CORRIENTES,21,1,1,Automóvil,,TUCSON 2.0 4WD CRDI,2010,Privado,,,,,,,
49493,2019-05-01 11:45:00,CORRIENTES,21,0,2,Motocicleta,,CG 150 TITAN,2018,Privado,,,,,,,
49493,2019-05-01 11:45:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,FIORINO FIRE 1.3,2018,Privado,Pax,,,,,,
49499,2019-05-04 15:20:00,CORRIENTES,21,0,1,Automóvil,,208S,2014,Privado,,,,,,,
49499,2019-05-04 15:20:00,CORRIENTES,21,1,1,Automóvil,,5008 ALLURE,2013,Privado,,,,,,,
49509,2019-05-10 9:00:00,CORRIENTES,21,0,1,Motocicleta,,ZB110D,2018,Privado,,,,,,,
49509,2019-05-10 9:00:00,CORRIENTES,21,1,1,Motocicleta,,WAVE 110,2018,Privado,,,,,,,
49521,2019-05-13 13:45:00,CORRIENTES,21,0,2,Automóvil,,GOL 1.6 012,2004,Privado,Pax,,,,,,
49521,2019-05-13 13:45:00,CORRIENTES,21,1,1,Motocicleta,,T110 CRYPTON,2008,Privado,,,,,,,
49522,2019-05-15 13:10:00,CORRIENTES,21,0,1,Automóvil,,SIENA,2015,Privado,Pax,,,,,,
49522,2019-05-15 13:10:00,CORRIENTES,21,1,2,Motocicleta,,ST 70 DAX,2004,Privado,,,,,,,
49524,2019-05-14 18:20:00,CORRIENTES,21,0,1,Automóvil,,5008 ALLURE,2013,Privado,,,,,,,
49524,2019-05-14 18:20:00,CORRIENTES,21,1,4,Motocicleta,,SDH125T 22,2008,Privado,,,,,,,
49528,2019-05-16 11:00:00,CORRIENTES,21,0,1,Camioneta/Utilitario,,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,2008,Privado,,,,,,,
49528,2019-05-16 11:00:00,CORRIENTES,21,1,1,Camioneta/Utilitario,,HILUX,2019,Privado,,,,,,,
49530,2019-05-18 17:15:00,CORRIENTES,21,0,1,Automóvil,,CELTA ADVANTAGE PACK,2012,Privado,Pax,,,,,,
49530,2019-05-18 17:15:00,CORRIENTES,21,1,2,Motocicleta,,ZB 110 R,2008,Privado,,,,,,,
49534,2019-05-23 9:00:00,CORRIENTES,21,0,1,Automóvil,,MARCH VISIA,2018,Privado,Pax,,,,,,
49534,2019-05-23 9:00:00,CORRIENTES,21,1,1,Automóvil,,CLASSIC,2012,Privado,Pax,,,,,,
49534,2019-05-23 9:00:00,CORRIENTES,21,2,1,Camioneta/Utilitario,,MASTER,2010,Privado,Carga,,,,,,
49537,2019-05-25 14:40:00,CORRIENTES,21,0,1,Motocicleta,,CG 150 TITAN,2011,Privado,,,,,,,
49537,2019-05-25 14:40:00,CORRIENTES,21,1,1,Automóvil,,VOYAGE,2016,Privado,,,,,,,
49563,2019-06-05 9:40:00,CORRIENTES,21,0,1,Automóvil,,NUEVO UNO WAY 1.4 8V,2018,Privado,,,,,,,
49563,2019-06-05 9:40:00,CORRIENTES,21,1,1,Motocicleta,,CG 150 TITAN,2019,Privado,,,,,,,
49566,2019-06-06 8:10:00,CORRIENTES,21,0,1,Automóvil,,LOGAN PH2 PACK 1.6 8V,2019,Publico,,,,,,,
49566,2019-06-06 8:10:00,CORRIENTES,21,1,1,Motocicleta,,CG 150 TITAN,2011,Privado,,,,,,,
