id_feu,unidad_regional,siniestro_fecha,siniestro_hora,provincia,id_provincia,departamento,id_departamento,localidad,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,entre_calle_2,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_multiple,tipo_siniestro_unico,despiste_previo,tipo_siniestro_otro,tipo_colision,cantidad_de_involucrados,trazado_via,configuracion_de_la_via,configuracion_de_la_via_otro_tipo,pendiente_declive,cono_de_vision,material_de_la_calzada,material_de_la_calzada_otro,estado_de_la_calzada,estado_fisico_ambiental,estado_de_conservacion_otro,division_fisica_de_la_via,division_fisica_de_la_via_otro,barreras_de_seguridad,banquinas,senalizacion_carteleria,senalizacion_horizontal,senalizacion_transitoria,luminosidad,luz_artificial,transito_restringido,estado_ambiental,visibilidad,visibilidad_otro,semaforo
49092,OBSERVATORIO,2018-11-16,7:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,LOS ANGELES,4500,,,-2.747.673,-5.879.658,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,,,NO,,Tierra,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,,,,Sin Semáforo
48927,OBSERVATORIO VIAL,2018-09-12,17:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Provincial,RUTA 5,6,,,-2.749.175,-5.874.707,1,0,1,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Frontal,2,Recta,,RUTA,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,,,Día,NO,,Despejado,Buena,,Sin Semáforo
49081,OBSERVATORIO VIAL,2018-11-09,16:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA INDEPENDENCIA,5100,GODOY CHUZ,,-2.748.377,-5.878.971,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Cordón Divisorio,,,,No,No,No,Atardecer,NO,Sin Restricción,Despejado,Buena,,Funciona
49167,OBSERVATORIO VIAL,2018-12-14,8:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,CARTAGENA,4400,MEDRANO,,-2.749.634,-5.880.029,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Frontal,2,Curva,Intersección / cruce,,NO,,Hormigón,,Apto,"Despejada, Seca",,Ninguna,,,,Si,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
49030,OBSERVATORIO VIAL,2018-10-20,21:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA CENTENARIO,4200,,LAS PIEDRAS,-2.747.467,-5.879.949,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Rozamiento,2,Recta,,,NO,,Hormigón,,Apto,Seca,,Cordón Divisorio,,,,Si,,,Noche,SI,,Despejado,,,Sin Semáforo
49194,OBSERVATORIO VIAL,2018-12-27,10:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,BUENOS AIRES,1500,,,-2.747.423,-5.884.110,1,1,0,2,0,"Caída desde vehículo, Choque, Colisión entre vehículos",Colisión entre vehículos,S/D,,"En calzada, Rozamiento",2,Recta,,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,,,Sin Semáforo
48808,OBSERVATORIO MUNICIPAL,2018-08-04,1:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,FERRE,1700,,,-2.747.420,-5.882.720,0,1,0,1,0,"Despiste, Vuelco (solo 1 participante)",Vuelco (solo 1 participante),Si,,,1,Recta,,,NO,,,,Apto,Seca,,,,,,S/D,S/D,,Día,NO,,Despejado,Buena,,Sin Semáforo
49136,OBSERVATORIO VIAL,2018-12-04,7:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN MARTIN,900,RIOJA,,-2.746.965,-5.883.830,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,Si,No,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
49044,OBSERVATORIO VIAL,2018-10-27,16:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV 3 DE ABRIL,1300,CORDOBA,,-2.747.570,-5.883.543,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,"Despejada, Seca",,Cordón Divisorio,,,,Si,Si,No,,NO,,Despejado,Buena,,Funciona
49196,OBSERVATORIO VIAL,2018-12-29,11:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN MARTIN,1700,ESPAÑA,SANTA FE,-2.747.052,-5.882.952,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,,SOBRE CALZZADA,NO,,Asfalto,,Apto,Seca,,Cordón Divisorio,,,,Si,Si,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
49078,OBSERVATORIO VIAL,2018-11-08,7:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Ruta Provincial,RUTA PROVINCIAL 5,2,PEREZ RUEDA,,-2.749.198,-5.874.681,0,4,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,,,NO,,Asfalto,,Apto,"Despejada, Seca",,Ninguna,,,,No,No,No,,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
48853,OBSERVATORIO VIAL,2018-08-20,12:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ESPAÑA,1600,9 DE julio,,-2.746.696,-5.882.914,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Rozamiento,2,Recta,Intersección / cruce,,,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,,,Día,NO,Sin Restricción,Nublado,Buena,,
48991,OBSERVATORIO VIAL,2018-10-03,10:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MADARIAGA,2200,HEROES CIVILES,,-2.748.265,-5.883.994,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Rozamiento,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,NO,,Despejado,Buena,,Sin Semáforo
49130,OBSERVATORIO VIAL,2018-12-03,15:05:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,1700,LA VALLE,,-2.747.933,-5.881.483,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Cordón Divisorio,,,,Si,Si,No,Día,NO,,Despejado,Buena,,Funciona
48965,OBSERVATORIO VIAL,2018-09-26,10:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA FEDERICO LAPRIDA,900,LAFERRERE,,-2.747.077,-5.878.767,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
49065,OBSERVATORIO VIAL,2018-11-03,7:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,RUTA 12,6000,CENTENARIO,,-2.747.827,-5.878.312,0,2,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Asfalto,,,Seca,,Ninguna,,,,S/D,S/D,S/D,Día,SI,,Despejado,,,Sin Semáforo
48881,OBSERVATORIO VIAL,2018-08-30,9:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV.ARMENIA,4101,,,-2.746.885,-5.880.170,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,,,Asfalto,,Apto,Seca,,Ninguna,,,,No,No,S/D,Día,NO,,Despejado,Buena,,Sin Semáforo
48951,OBSERVATORIO VIAL,2018-09-20,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV FERRE,1800,JUJUY,,-2.747.667,-5.882.878,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Cordón Divisorio,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,,,,Sin Semáforo
48834,OBSERVATORIO VIAL,2018-08-11,6:44:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,2900,LAS HERAS,,-2.748.305,-5.881.555,2,0,0,2,0,"Choque, Colisión entre vehículos",Colisión entre vehículos,S/D,,"Alcance, En calzada",2,Recta,Intersección / cruce,,NO,,Asfalto,,Baches,Seca,,Ninguna,,,,S/D,S/D,S/D,Amanecer,NO,,Despejado,Buena,,Funciona
49111,OBSERVATORIO VIAL,2018-11-25,7:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MENDOZA,1200,LAS HERAS,,-2.748.067,-5.883.716,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,,,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
49050,OBSERVATORIO VIAL,2018-10-27,23:01:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV. CHACABUCO,1100,,,-2.747.214,-5.881.302,2,0,0,2,0,"Colisión entre vehículos, Despiste",Colisión entre vehículos,Si,,Rozamiento,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,S/D,Si,S/D,Noche,SI,,Despejado,Buena,,Sin Semáforo
49170,OBSERVATORIO VIAL,2018-12-14,11:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV GOBERNADOR RUIZ,2800,MEXICO,,-2.746.776,-5.881.410,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,"Despejada, Seca",,Ninguna,,,,S/D,S/D,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
49117,OBSERVATORIO VIAL,2018-11-28,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV. COSTANERA,1500,,,-2.746.860,-5.885.264,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,Si,Si,Día,NO,,Despejado,Buena,,Sin Semáforo
48846,OBSERVATORIO VIAL,2018-08-16,16:40:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MEDRANO,4400,CARTAGENA,,-2.749.631,-5.880.040,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Rozamiento,2,Curva,Rotonda,,NO,,Asfalto,,,Seca,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
49014,OBSERVATORIO VIAL,2018-10-14,20:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA GOBERNADOR RUIZ,2300,COCOMAROLA,,-2.746.696,-5.881.824,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Rozamiento,2,Curva,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,,,,,Si,Si,No,Noche,SI,Sin Restricción,Despejado,Buena,,Funciona
49179,OBSERVATORIO VIAL,2018-12-20,12:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN JUAN,1200,BOLIVAR,,-2.747.087,-5.883.708,3,0,0,3,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,3,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Ninguna,,,,Si,No,No,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
48995,OBSERVATORIO VIAL,2018-10-10,17:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Rural,Ruta Nacional,12,1030,,,-2.748.463,-5.878.147,0,2,0,2,0,"Caída desde vehículo, Colisión entre vehículos, Despiste",Colisión entre vehículos,Si,,Frontal,2,Curva,Intersección / cruce,,,,Asfalto,,Apto,,,Ninguna,,,,No,No,No,Día,,Sin Restricción,Despejado,Buena,,Sin Semáforo
49012,OBSERVATORIO VIAL,2018-10-13,23:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,ARTIGAS,1700,,,-2.747.454,-5.881.919,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,,,NO,,Asfalto,,Apto,,,Ninguna,,,,No,No,,Noche,SI,Sin Restricción,Despejado,Buena,,Sin Semáforo
49042,OBSERVATORIO VIAL,2018-10-25,14:35:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,1800,GRAL PAZ,,-2.748.062,-5.881.510,0,1,0,1,0,Caída desde vehículo,Caída desde vehículo,S/D,PARO CARDIO RESPIRATORIO,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,"Despejada, Seca",,Cordón Divisorio,,,,Si,No,,Día,NO,Sin Restricción,,,,Funciona
48989,OBSERVATORIO VIAL,2018-10-01,18:05:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA MAIPU,800,MADARIAGA,,-2.748.625,-5.882.338,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,,,NO,,Hormigón,,Apto,Seca,,Barrera de Hormigón,,,,Si,Si,S/D,Atardecer,NO,Sin Restricción,Nublado,Buena,,Sin Semáforo
49084,OBSERVATORIO VIAL,2018-11-12,16:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,GUTEMBERG,1900,NECOCHEA,,-2.748.009,-5.883.184,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,No,No,Atardecer,NO,,Despejado,Buena,,Sin Semáforo
48937,OBSERVATORIO VIAL,2018-09-18,0:22:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,PARAGUAY,1900,HIPOLITO IRIGOYEN,,-2.746.969,-5.882.674,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,SI,,Asfalto,,Apto,Seca,,,,,,Si,,,Noche,SI,Sin Restricción,Despejado,Buena,,
49175,OBSERVATORIO VIAL,2018-12-18,12:40:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MENDOZA,270,PLACIDO MARTINEZ,AV VERA,-2.746.205,-5.883.497,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Mojada,,Ninguna,,,,No,No,No,,NO,,Lluvia,Buena,,Sin Semáforo
49192,OBSERVATORIO VIAL,2018-12-27,7:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,PEDRO FERRE,2600,SANTA ROSA,,-2.747.806,-5.881.986,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Ninguna,,,,Si,Si,No,Día,NO,,Despejado,Buena,,Funciona
48934,OBSERVATORIO VIAL,2018-09-15,16:04:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA ARTIGAS,1200,BOLIVAR,,-2.747.270,-5.881.889,0,1,0,1,0,Caída desde vehículo,Caída desde vehículo,S/D,,,1,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,,,,,,,,Día,NO,,Despejado,Buena,,
49027,OBSERVATORIO VIAL,2018-10-20,10:55:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA FERRE,1800,,JUJUY,-2.747.675,-5.882.879,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Seca,,Cordón Divisorio,,,,Si,Si,S/D,Día,NO,Sin Restricción,Despejado,Buena,,Funciona
49033,OBSERVATORIO VIAL,2018-10-23,9:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,BOLIVAR,2500,ITUZAINGO,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Angulo,2,Recta,Intersección / cruce,,NO,,Hormigón,,Apto,Mojada,,Ninguna,,,,No,No,No,Día,NO,Sin Restricción,Lluvia,Lluvia,,Sin Semáforo
49019,OBSERVATORIO VIAL,2018-10-17,10:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AVENIDA MAIPU,3900,,,-2.750.972,-5.881.007,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,S/D,,Alcance,2,Recta,Intersección / cruce,,NO,,Asfalto,,Apto,Seca,,Cordón Divisorio,,,,No,,,Día,NO,Sin Restricción,Despejado,Buena,,Sin Semáforo
